fid,field_1,acceptedNa,acceptedSc,acceptedTa,accessRigh,adm1,adm2,associated,associat_1,basisOfRec,catalogNum,class,classKey,cloc,collection,collecti_1,collecti_2,continent,coordinate,coordina_1,country,crawlId,dataGenera,datasetID,datasetKey,datasetNam,dateIdenti,day,dispositio,dynamicPro,elevation,elevationA,endDayOfYe,establishm,eventDate,eventID,eventTime,family,familyKey,fieldNumbe,footprintW,fullCountr,gbifID,genericNam,genus,genusKey,geodeticDa,georeferen,georefer_1,georefer_2,georefer_3,habitat,higherClas,higherGeog,hostingOrg,http_//unk,http_//u_1,http_//u_2,http_//u_3,http_//u_4,http_//u_5,http_//u_6,identifica,identifi_1,identifi_2,identified,identifier,inCluster,individual,informatio,installati,institutio,institut_1,institut_2,isInCluste,island,islandGrou,ISO2,iucnRedLis,key,kingdom,kingdomKey,language,lastCrawle,lastInterp,lastParsed,lat,license,lifeStage,locality,locationAc,locationID,locationRe,lon,materialSa,modified,month,municipali,nameAccord,nomenclatu,occurrence,occurren_1,occurren_2,order,orderKey,organismID,organismNa,organismRe,originalNa,otherCatal,ownerInsti,phylum,phylumKey,preparatio,programmeA,projectId,protocol,publishing,publishi_1,recordedBy,recordNumb,references,rightsHold,samplingPr,scientific,scientif_1,species,speciesKey,specificEp,startDayOf,taxonConce,taxonID,taxonKey,taxonomicS,taxonRank,taxonRemar,type,typeStatus,verbatimEl,verbatimEv,verbatimLo,vernacular,waterBody,year,downloadDa
81,1008,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"16987267",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"227",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-10-21T16:01:21,"27",NA,NA,NA,NA,NA,NA,2018-09-27T15:11:01,NA,01:11:01Z,Veronicellidae,6526,NA,NA,United States of America,2294403441.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,ichihuahua,NA,NA,NA,NA,"37947964",NA,NA,Yan Cai,"16987267",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294403441.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:21:38.129+00:00,2022-02-20T00:21:38.129+00:00,20.997840000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.651000000000010,NA,2019-07-20T22:39:44.000+00:00,"9",NA,NA,NA,https://www.inaturalist.org/observations/16987267,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Lynn,NA,https://www.inaturalist.org/observations/16987267,Lynn,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Thu Sep 27 2018 15:11:01 GMT-1000 (HST),"Kapalua Golf, Lahaina, HI, US",NA,NA,"2018",2022-02-20
82,1011,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"17490072",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-10-15T03:03:10,"13",NA,NA,NA,NA,NA,NA,2018-10-13T21:51:45,NA,07:51:45Z,Veronicellidae,6526,NA,NA,United States of America,1931497998.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,utopia4sharing,NA,NA,NA,NA,"37535873",NA,NA,Yan Cai,"17490072",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1931497998.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:21:59.258+00:00,2022-02-20T00:21:59.258+00:00,20.719449999999998,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.447699999999998,NA,2018-10-15T08:58:50.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/17490072,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Donna's Utopia,NA,https://www.inaturalist.org/observations/17490072,Donna's Utopia,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sat Oct 13 2018 21:51:45 GMT-1000 (HST),"2430 S Kihei Rd, Kihei, HI, US",NA,NA,"2018",2022-02-20
83,1026,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"17908467",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-10-28T17:55:08,"26",NA,NA,NA,NA,NA,NA,2018-10-26T20:39:00,NA,02:39:00Z,Veronicellidae,6526,NA,NA,United States of America,3067886445.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,rlawrenz,NA,NA,NA,NA,"38400944",NA,NA,Rolf Lawrenz,"17908467",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3067886445.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:33:58.835+00:00,2022-02-20T00:33:58.835+00:00,21.638150000000000,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-157.918599999999998,NA,2018-11-13T17:33:44.000+00:00,"10",NA,NA,NA,https://www.inaturalist.org/observations/17908467,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Rolf Lawrenz,NA,https://www.inaturalist.org/observations/17908467,Rolf Lawrenz,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2018/10/26 8:39 PM MDT,"Laie, HI 96762, USA",NA,NA,"2018",2022-02-20
84,1027,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"18437683",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"1241",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-11-16T23:20:42,"16",NA,NA,NA,NA,NA,NA,2018-11-16T16:40:00,NA,02:40:00Z,Veronicellidae,6526,NA,NA,United States of America,1946312593.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,scoutingforplants,NA,NA,NA,NA,"39709534",NA,NA,scoutingforplants,"18437683",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1946312593.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:45:22.762+00:00,2022-02-20T00:45:22.762+00:00,21.303860000000000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.653500000000008,NA,2019-07-20T22:26:48.000+00:00,"11",NA,NA,NA,https://www.inaturalist.org/observations/18437683,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,scoutingforplants,NA,https://www.inaturalist.org/observations/18437683,scoutingforplants,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2018/11/16 4:40 PM HST,"Makapu<U+02BB>u Point Lighthouse Trail, Waimanalo, HI, USA",NA,NA,"2018",2022-02-20
85,1036,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"19149548",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"19",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-12-22T08:37:56,"21",NA,NA,NA,NA,NA,NA,2018-12-21T20:20:25,NA,06:20:25Z,Veronicellidae,6526,NA,NA,United States of America,1978829647.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,gonodactylus,NA,NA,NA,NA,"41739847",NA,NA,Mathew Zappa,"19149548",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1978829647.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:47:28.220+00:00,2022-02-20T00:47:28.220+00:00,20.934510000000000,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-156.692100000000011,NA,2021-12-22T16:29:11.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/19149548,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Mathew Zappa,NA,https://www.inaturalist.org/observations/19149548,Mathew Zappa,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Dec 21 2018 20:20:25 GMT-1000 (HST),"60 Kai Ala Dr, Kaanapali, HI, US",NA,NA,"2018",2022-02-20
86,1041,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"18942128",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"9",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2018-12-10T17:32:31,"9",NA,NA,NA,NA,NA,NA,2018-12-09T17:00:39,NA,07:00:39Z,Veronicellidae,6526,NA,NA,United States of America,3067619492.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,skipperdogman,NA,NA,NA,NA,"41127581",NA,NA,Finn Davey,"18942128",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3067619492.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:41:23.786+00:00,2022-02-20T00:41:23.786+00:00,21.306229999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.656000000000006,NA,2019-07-20T22:24:23.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/18942128,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Finn Davey,NA,https://www.inaturalist.org/observations/18942128,Finn Davey,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2018-12-09 5:00:39 PM GMT-10:00,"Honolulu County, US-HI, US",NA,NA,"2018",2022-02-20
87,1059,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"6877421",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"65",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-07-01T21:32:35,"1",NA,NA,NA,NA,NA,NA,2017-07-01T11:31:00,NA,21:31:00Z,Veronicellidae,6526,NA,NA,United States of America,2294836213.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,jstarmer,NA,NA,NA,NA,"14209307",NA,NA,John Starmer,"6877421",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294836213.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:50:40.827+00:00,2022-02-20T00:50:40.827+00:00,20.762789999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-156.453800000000001,NA,2019-07-20T23:27:40.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/6877421,Found under a cooler,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,John Starmer,NA,https://www.inaturalist.org/observations/6877421,John Starmer,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Sat Jul 01 2017 11:31:00 GMT-1000 (HST),"29 Waikalani Pl, Kihei, HI, US",NA,NA,"2017",2022-02-20
88,1078,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"79068214",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"4768",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2021-05-20T04:58:39,"30",NA,NA,NA,NA,NA,NA,2017-11-30T19:33:38,NA,00:33:38Z,Veronicellidae,6526,NA,NA,United States of America,3118266091.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,her0nrva,NA,NA,NA,NA,"176207220",NA,NA,Kevin Huang,"79068214",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3118266091.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:43:16.526+00:00,2022-02-20T00:43:16.526+00:00,20.195530000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-155.732599999999991,NA,2021-05-20T19:49:06.000+00:00,"11",NA,NA,NA,https://www.inaturalist.org/observations/79068214,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,her0nrva,NA,https://www.inaturalist.org/observations/79068214,her0nrva,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Thu Nov 30 2017 19:33:38 GMT -0500 (EST),Kamuela,NA,NA,"2017",2022-02-20
89,1079,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"9302171",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"5",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2017-12-30T06:08:53,"29",NA,NA,NA,NA,NA,NA,2017-12-29T19:30:42,NA,05:30:42Z,Veronicellidae,6526,NA,NA,United States of America,1802747653.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,micmatt,NA,NA,NA,NA,"20215190",NA,NA,micmatt,"9302171",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1802747653.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:50:23.145+00:00,2022-02-20T00:50:23.145+00:00,21.879930000000002,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-159.465599999999995,NA,2019-07-20T23:15:57.000+00:00,"12",NA,NA,NA,https://www.inaturalist.org/observations/9302171,"Found another, this time darker and with a rough texture. I love these little guys.",PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,micmatt,NA,https://www.inaturalist.org/observations/9302171,micmatt,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Fri Dec 29 2017 19:30:42 GMT-1000 (HST),"2641 Poipu Rd, Poipu, HI, US",NA,NA,"2017",2022-02-20
90,1080,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"2590984",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"123",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2016-01-18T05:23:46,"17",NA,NA,NA,NA,NA,NA,2016-01-17T09:36:00,NA,19:36:00Z,Veronicellidae,6526,NA,NA,United States of America,2294419121.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,floydreed,NA,NA,NA,NA,"4836405",NA,NA,Floyd A. Reed,"2590984",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,2294419121.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:45:08.967+00:00,2022-02-20T00:45:08.967+00:00,21.578220000000002,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-158.251499999999993,NA,2019-07-21T00:16:16.000+00:00,"1",NA,NA,NA,http://www.inaturalist.org/observations/2590984,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Floyd A. Reed,NA,https://www.inaturalist.org/observations/2590984,Floyd A. Reed,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2016-01-17 09:36,"Ka<U+02BB>ena State Park, O<U+02BB>ahu, Hawai<U+02BB>i",NA,NA,"2016",2022-02-20
91,1083,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"3305115",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,NA,United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2016-05-27T15:33:10,"25",NA,NA,NA,NA,NA,NA,2016-05-25T18:47:08,NA,04:47:08Z,Veronicellidae,6526,NA,NA,United States of America,1270047427.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,robberfly,NA,NA,NA,NA,"6341977",NA,NA,sea-kangaroo,"3305115",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1270047427.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:19:50.202+00:00,2022-02-20T00:19:50.202+00:00,21.317589999999999,http://creativecommons.org/licenses/by-nc/4.0/legalcode,NA,NA,NA,NA,NA,-157.863400000000013,NA,2016-05-27T16:17:28.000+00:00,"5",NA,NA,NA,http://www.inaturalist.org/observations/3305115,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Liam O'Brien,NA,https://www.inaturalist.org/observations/3305115,Liam O'Brien,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,Wed May 25 2016 18:47:08 GMT-1000 (HST),"401 N Vineyard Blvd, Honolulu, HI, US",NA,NA,"2016",2022-02-20
92,1084,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"3359870",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"152",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2016-06-02T00:10:28,"27",NA,NA,NA,NA,NA,NA,2016-05-27T07:04:00,NA,17:04:00Z,Veronicellidae,6526,NA,NA,United States of America,1453090574.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,sea-kangaroo,NA,NA,NA,NA,"6417858",NA,NA,sea-kangaroo,"3359870",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1453090574.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:36:49.727+00:00,2022-02-20T00:36:49.727+00:00,21.317350000000001,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-157.863200000000006,NA,2020-09-26T18:18:39.000+00:00,"5",NA,NA,NA,http://www.inaturalist.org/observations/3359870,Large slug with a passenger!,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,sea-kangaroo,NA,https://www.inaturalist.org/observations/3359870,sea-kangaroo,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2016/05/27 7:04 AM -1000,"Honolulu, Oahu, Hawaii, USA",NA,NA,"2016",2022-02-20
93,1086,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"4294220",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"63791",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2016-10-08T01:05:12,"9",NA,NA,NA,NA,NA,NA,2016-07-09T00:00:00,NA,NA,Veronicellidae,6526,NA,NA,United States of America,1453124975.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,amandayahh,NA,NA,NA,NA,"8432961",NA,NA,amandayahh,"4294220",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,1453124975.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:19:58.650+00:00,2022-02-20T00:19:58.650+00:00,21.961649999999999,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-159.341100000000012,NA,2016-10-11T05:16:45.000+00:00,"7",NA,NA,NA,http://www.inaturalist.org/observations/4294220,"A black slug that was rather smooth and almost leathery-feeling, with a distinct line down the dorsal side. When bunched up, it was ~2.5 inches long. When extended, it measured ~3-3.5 inches long.",PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,amandayahh,NA,https://www.inaturalist.org/observations/4294220,amandayahh,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2016-07-09,Marriott's Kauai Lagoons - Kalanipu'u,NA,NA,"2016",2022-02-20
94,1088,NA,"Laevicaulis alte (F�russac, 1822)",2293764,NA,Hawaii,NA,NA,NA,HUMAN_OBSERVATION,"19025116",Gastropoda,225,"Hawaii, United States",Observations,NA,NA,NA,NA,"7",United States,293,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist research-grade observations,2019-07-20T22:23:43,"18",NA,NA,NA,NA,NA,NA,2016-07-18T22:47:00,NA,04:47:00Z,Veronicellidae,6526,NA,NA,United States of America,3067667507.000000000000000,Laevicaulis,Laevicaulis,2293763,WGS84,NA,NA,NA,NA,NA,NA,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,wild,NA,blazeclaw,NA,NA,NA,NA,"63428155",NA,NA,Kevin Huang,"19025116",FALSE,NA,NA,997448a8-f762-11e1-a439-00145eb45e9a,iNaturalist,NA,NA,FALSE,NA,NA,US,NE,3067667507.000000000000000,Animalia,1,NA,2022-02-19T21:20:30.126+00:00,2022-02-20T00:48:57.327+00:00,2022-02-20T00:48:57.327+00:00,21.295590000000001,http://creativecommons.org/licenses/by/4.0/legalcode,NA,NA,NA,NA,NA,-157.813600000000008,NA,2019-07-21T01:15:08.000+00:00,"7",NA,NA,NA,https://www.inaturalist.org/observations/19025116,NA,PRESENT,Systellommatophora,1455,NA,NA,NA,NA,NA,NA,Mollusca,52,NA,NA,NA,DWC_ARCHIVE,US,28eb1a3f-1c15-4a95-931a-4af90ecb574d,Jared Shorma,NA,https://www.inaturalist.org/observations/19025116,Jared Shorma,NA,"Laevicaulis alte (F�russac, 1822)",NA,Laevicaulis alte,2293764,alte,NA,NA,"85102",2293764,ACCEPTED,SPECIES,NA,NA,NA,NA,2016/07/18 10:47 PM MDT,"Diamond Head - Kapahulu - St. Louis, Honolulu, HI, USA",NA,NA,"2016",2022-02-20
